title,link,number_of_citation,article_type,publisher,keyword,abstract,publish_date,publication_title,authors,affiliations,countries
Impact of Security Attacks on Congestion in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-031-18497-0_52,1,conference,Springer,none,"Security is an essential factor that must be addressed in wireless sensor networks (WSNs) since they are resource-constraint, may handle sensitive data, and operate in hostile inaccessible regions. The Purpose of security attacks in networks is mainly to breach the confidentiality, authenticity and, integrity of data which consequently raises the energy consumption rate and lessens the network lifetime. Several methods and techniques have been applied by attackers to achieve their goals. However, one of the easiest methods is to prompt congestion which causes packet delay, packet loss, re-transmissions and ultimately jeopardizes the network. Unfortunately, aggravation of network congestion by the faulty behaviour of malicious nodes has not been discussed to great extent in literature. In this paper, we explore and discuss different types of attacks to analyse their impact on congestion occurrence and related problems through simulation in different network scenarios. According to this analysis, different types of attacks could have devastating effects on networks. This demonstrates the need for developers to create more secure WSNs.",04 February 2023,Intelligent Cyber Physical Systems and Internet of Things,"Divya Pandey,Vandana Kushwaha","(Department of Computer Science,Banaras Hindu University,Varanasi,India)",India
Performance Analysis of Clustering-Based Routing Protocols for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-10-7200-0_24,3,conference,Springer,none,"Wireless sensor network (WSN) is one of the new paradigms for sharing and disseminating data through a wide area. It is used for a huge range of real-time applications such as military surveillance, healthcare industry. The sensor nodes are very important to monitor the changes in the real-time environment. During the dissemination of data, there is a loss in the energy level of the sensor nodes. Hence, an energy-efficient routing technique is required to maximize the network lifetime. This research work analyzes three routing protocols, namely Fan-Shaped Clustering (FSC), Fuzzy-based Clustering, and Ring Routing (RR) protocols. From the experimental analysis, it is noted that the ring routing is highly efficient than the FSC and Fuzzy-based Clustering in terms of residual energy, number of alive nodes and dead nodes. The FSC yields better throughput and minimum end-to-end delay than the Fuzzy-based Clustering and ring routing.
",07 April 2018,Advances in Big Data and Cloud Computing,"B. Chandirika,N. K. Sakthivel","(Bharathiar University,Coimbatore,Tamilnadu,India),(Nehru College of Engineering and Research Centre,Thrissur,Kerala,India)","India,India"
TIDS: Trust Intrusion Detection System Based on Double Cluster Heads for WSNs,https://link.springer.com/chapter/10.1007/978-3-030-23597-0_6,4,conference,Springer,none,"The efficiency and reliability are crucial indexes when a trust system is applied into Wireless Sensor Networks (WSNs). In this paper, an efficient and reliable Trusted Intrusion Detection System (TIDS) with double cluster heads for WSNs is proposed. Firstly, an intrusion detection scheme based on trust is discussed. The monitoring nodes are responsible for evaluating the credibility of Cluster Member (CM) instead of depending on the feedback between CMs, which is suitable for decreasing the energy consumption of WSNs and reducing the influence of malicious nodes. Secondly, a new trust evaluation method is defined in TIDS and it takes the data forwarding and communication tasks into consideration which may enhance the reliability of Cluster Head (CH). The theoretical and simulation results show that our solution can effectively reduce the system overhead and improve the robustness of WSNs.",21 June 2019,"Wireless Algorithms, Systems, and Applications","Na Dang,Xiaowu Liu,Xiaowei Zhang,Jiguo Yu","(School of Information Science and Engineering,Qufu Normal University,Rizhao,China),(Shandong Computer Science Center (National Supercomputer Center),Jinan,China)","China,China"
An Optimal Tree-Based Routing Protocol Using Particle Swarm Optimization,https://link.springer.com/chapter/10.1007/978-981-10-6747-1_14,2,conference,Springer,none,"Wireless sensor networks (WSNs) contain many sensor nodes which are deployed in the various geographical areas to perform various tasks like monitoring, data aggregation and data processing. For performing all these operations, energy is highly consumed, thus sensor nodes begin to die soon and also creates energy holes in some of the geographical locations. All the sensor nodes are powered by battery, and it is quite difficult to replace the battery, and so energy consumption is prime objective to increase the network lifetime. Clustering and tree-based routing like LEACH, PEDAP, TBC and TREEPSI solves most of the energy consumption problem as it saves energy during a lot of operations in WSNs. In this paper, we propose an optimal tree-based routing protocol (OTBRP) that is efficient in terms of stability period (time period before first node dead) and therefore offers good network lifetime. The parameters like first node dead, half node dead and last node dead are considered for the measurement of network lifetime. In order to evaluate the performance of OTBRP, the comparison is made with the GSTEB and PEGASIS. Simulation results show that there is a gain of approx. 200 and 150% in stability period in comparison with PEGASIS and GSTEB, respectively.",04 October 2017,Nature Inspired Computing,"Radhika Sohan,Nitin Mittal,Balwinder Singh Sohi,Urvinder Singh","(Department of Electronics and Communication Engineering,Chandigarh University,Mohali,Punjab,India),(Department of Electronics and Communication Engineering,Thapar University,Patiala,Punjab,India)","India,India"
Unequal Clustering Formation Based on Bat Algorithm forWireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-319-11680-8_53,8,conference,Springer,none,"Prolonging the lifetime of the network is an important issue in the design and deployment of wireless sensor networks (WSN). One of the crucial factors to prolong lifetime of WSNs is to reduce energy consumption. In this study, Bat algorithm (BA) is used to find out an optimal cluster formation trying to minimize the total communication distance. Taking into account the hot spot problem in multihop WSNs, the communication distance is modeled by bat’s loudness parameter in our scheme. The communication distance and energy consumption of each node in the cluster can then be optimized with the bat algorithm. The experimental results show that this approach achieves 3% improvement of convergence and accuracy in comparison with Particle swarm optimization.",2015,Knowledge and Systems Engineering,"Chin-Shiuh Shieh,Mong-Fong Horng,Thi-Kien Dao,Trong-The Nguyen,Truong-Giang Ngo","(Department of Electronics Engineering,National Kaohsiung University of Applied Sciences,Kaohsiung,Taiwan),(Faculty of Information Technology,Haiphong Private University,Haiphong,Vietnam)",
A Survey on Mobility Driven Clustering Techniques for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-030-03146-6_178,none,conference,Springer,none,"In recent years Mobile Wireless Sensor Networks have observed a substantial increase in the use of specific applications like surveillance, military applications, disaster management, wildlife monitoring, etc. The wireless nodes are small electronic devices embedded with various sensors to perform the given tasks. These sensor nodes are provided with a limited battery power which is a big constraint for the performance of the network in unattended environments. Also, mobility affects the battery life of the nodes to a great extent. Thus, it is necessary to design protocols to make the efficient use of available energy in the nodes and to acquire complete operability. This problem can be solved to some extent by clustering of the sensor nodes. This paper is a study about constraints of WSN and clustering techniques used for forming the network are presented.",21 December 2018,International Conference on Intelligent Data Communication Technologies and Internet of Things (ICICI) 2018,"Ashay Jadhav,Sumedha Sirsikar","(Maharashtra Institute of Technology,Pune,India)",India
Computational Approach for Data Aggregation in Wireless Sensor Networks (WSNs),https://link.springer.com/chapter/10.1007/978-981-97-4149-6_2,none,conference,Springer,none,"Energy conservation of sensor nodes is one of the main and most significant objectives of wireless sensor networks. These tiny sensor nodes in risky circumstances function on battery. Thus, it is vital to research and create networks having long network lifetimes, a high degree of durability, and minimal energy consumption. The routing technique used in WSNs has a significant impact on the performance of the network. This paper provides an overview of routing and data aggregation techniques used in WSNs. It begins by discussing the challenges associated with WSNs such as limited energy, bandwidth, processing power, and storage. Furthermore, the literature survey is done. In the proposed methodology, the importance of computational approaches like machine learning (ML) techniques is included.",27 September 2024,Innovative Computing and Communications,"Navjyot Kaur,D. Vetrithangam","(Chandigarh University,Mohali,Punjab,India)",India
Cluster Head Selection by Optimized Ability to Restrict Packet Drop in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-13-0514-6_45,4,conference,Springer,none,"Wireless sensor networks (WSNs) are comprised of spatially distributed autonomous nodes attached to the sensors to detect and maintain physical and environmental states. Energy efficiency is an important challenge in wireless sensor networks, in which the batteries are equipped with these sensors with limited amount of power and act as a power source, which having limited storage capacities. Thus, energy efficient routing techniques are required incorporate operations of wireless sensor networks to provide the network connectivity and routing of data with less energy consumption. Clustering in WSNs is greatest widespread mechanism in routing processes. Existing energy efficient clustering algorithms selects the cluster head based on energy status. However, these protocols cause the cluster head to become bottleneck and drops the packets due to insufficient buffer. Thus in this work, we propose a novel efficient metric to select the cluster head known as “optimized ability to restrict packet drop” to enhance the network lifetime. This metric provides the status of nodes with respect to energy and memory. Calculation of residual status of an intermediate node is done by knapsack algorithm. Performance of proposed work is analyzed by NS2, and the results show that our work outperforms in comparison with existing protocols.
",22 August 2018,Soft Computing in Data Analytics,"Amairullah Khan Lodhi,Syed Abdul Sattar","(Vignan’s Foundation for Science Technology & Research,Guntur,522213,AP,India),(NSAKCET,Hyderabad,India)","India,India"
A Survey on Quality of Service Metrics Using Cross Layer Optimization Technique,https://link.springer.com/chapter/10.1007/978-3-030-33846-6_54,none,conference,Springer,none,"Wireless Sensor Network (WSN) is group of sensor nodes connected in a network to monitor the physical situations and collect the information to communicate to sink node. The low-cost feature of WSN is a significant advantage over the conventional networks. The successful implementation of WSN requires to adapt a strict QoS metrics. Each application demands a specific QoS such as throughput, latency, reliability bandwidth etc. The cross-layer algorithm optimizes the overall performance. The efficient design of routing algorithm and cross layer optimization technique improves the performance of WSNs. This paper depicts the comparison of various optimization techniques on WSNs with their strengths and limitations. The cross-layer optimization techniques of previously proposed methods highlighting its merits and demerits to develop optimized cross layer technique.",03 November 2019,Inventive Computation Technologies,"Amutha R,Sivasankari H,Venugopal K R","(VTU,AMC Engineering College,Bangalore,India),(Department of CSE,AMC Engineering College,Bangalore,India),(Bangalore University,Bangalore,India)","India,India,India"
A Pre-partition Based Uneven Clustering Multi-hop Routing Protocol,https://link.springer.com/chapter/10.1007/978-3-319-68505-2_32,1,conference,Springer,none,"So far, clustering multi-hop routing algorithm has employed in many wireless sensor network routing protocols to improve the network performance. However, unreasonable clustering can cause premature death of cluster head. Given this, in the paper, we propose a pre-partition based uneven clustering multi-hop routing protocol (PUCMR), which can conserve energy efficiently. In the protocol, explicit numerical calculations for hierarchy numbers and size of each layer are provided. Non-uniform layering is adopted to balance energy consumption of cluster heads in different layers and energy consumption of cluster heads in the same layer. Simulation results show that the proposed protocol can well adapt to the large-scale condition, and balance cluster-head energy consumption, so as to prolong the life cycle of the network.",31 October 2017,Cloud Computing and Security,"Yating Hou,Feng Xu,Mingming Su,Kaibo Yu,Yating Hou,Feng Xu,Mingming Su,Kaibo Yu","(College of Computer Science and Technology,Nanjing University of Aeronautics and Astronautics,Nanjing,China),(Collaborative Innovation Center of Novel Software Technology and Industrialization,Nanjing,China)","China,China"
Multi-objective and Randomly Distributed Fuzzy Logic-Based Unequal Clustering in Heterogeneous Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-031-70816-9_26,none,conference,Springer,none,"Wireless Sensor Networks (WSNs) are a crucial component in the fabric of the Internet of Things (IoT) ecosystem, enabling a myriad of applications ranging from environmental monitoring to precision agriculture and smart cities. However, these sensors are constrained in terms of energy, computing power, and storage which makes reliable communication a critical research challenge. To address these challenges, unequal clustering has emerged as a promising solution where clusters are intentionally formed with varying sizes to accommodate heterogeneous capabilities and energy demands across the network. In this paper, we introduce a novel Multi-Objective and Randomly Distributed Fuzzy Logic-based Unequal Clustering (MORF-UC) scheme to address the challenge of energy management and hotspot issues in WSNs. By leveraging fuzzy logic to account for variables such as distance to the base station (BS), residual energy, node concentration, and data forwarding ratio of nodes, this scheme aims to extend network lifetime, energy use, and data transmission reliability while mitigating the hot spot issues. Simulation results demonstrate that the proposed methodology outperforms existing methods such as TTDFP and MOUOC in the energy conservation, network lifetime extension, and throughput enhancement, thereby offering a significant advancement in the field of WSN optimization.",28 August 2024,Computational Collective Intelligence,"Mohd Adnan,Tazeem Ahmad,Saima Rafi, Abdullah,Anudeep Vurity","(Inha University,Incheon,Republic of Korea),(University of Southern Queensland,Brisbane,Australia),(Edinburgh Napier University,Edinburgh,Scotland,UK),(Universiti Teknologi Petronas,Seri Iskandar,Perak,Malaysia),(George Mason University,Fairfax,VA,USA)","Australia,Malaysia"
Providing an Intelligent Hybrid Routing Method in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-031-64776-5_33,none,conference,Springer,none,"Optimal energy consumption in Wireless Sensor Networks (WSNs) is important. Previous research has shown that by organizing network nodes into a number of clusters, one can achieve greater energy efficiency leading to longer network life. The WSN is made up of a very large number of sensor nodes that communicate with each other to perform specific tasks. These nodes have limited energy, processing power, and memory. Because the lifetime of the network depends on the brightness of the nodes, the energy consumption of each node is very important. Therefore, we need to find solutions to reduce the energy consumption of the nodes. One way to reduce energy consumption is clustering, many algorithms have been introduced in this field. In this paper, we optimize Particle Swarm Optimization (PSO) algorithm based on fuzzy logic and PSO algorithm. The fitting criterion will be based on the minimum energy consumed by the nodes of the network during each operation period, It leads to a balance in the energy consumption of the headers and, as a consequence, a lengthening of the life of the network.",23 July 2024,Intelligent Systems Design and Applications,"Ali Asghar Rahmani Hosseinabadi,Seyedsaeid Mirkamali,Mahdi Rohani Hajiabadi,Ajith Abraham","(Department of Computer Science,University of Regina,Regina,Canada),(Department of Computer Engineering and IT,Payame Noor University,Tehran,Iran),(Faculty of Computer and Information Technology Engineering,Islamic Azad University Qazvin,Qazvin,Iran),(School of Computer Science Engineering and Technology,Bennett University,Greater Noida,Uttar Pradesh,India)","Canada,India"
A Heuristic Crossover Enhanced Evolutionary Algorithm for Clustering Wireless Sensor Network,https://link.springer.com/chapter/10.1007/978-3-319-31204-0_17,2,conference,Springer,none,"In this paper, a Heuristic-Crossover Enhanced Evolutionary Algorithm for Cluster Head Selection is proposed. The algorithm uses a novel heuristic crossover operator to combine two different solutions in order to achieve a high quality solution that distributes the energy load evenly among the sensor nodes and enhances the distribution of cluster head nodes in a network. Additionally, we propose the Stochastic Selection of Inactive Nodes, a mechanism inspired by the Boltzmann Selection process in genetic algorithms. This mechanism stochastically considers coverage effect in the selection of nodes that are required to go into sleep mode in order to conserve energy of sensor nodes. The proposed selection of inactive node mechanisms and cluster head selections protocol are performed sequentially at every round and are part of the main algorithm proposed, namely the Heuristic Algorithm for Clustering Hierarchy (HACH). The main goal of HACH is to extend network lifetime of wireless sensor networks by reducing and balancing the energy consumption among sensor nodes during communication processes. Our protocol shows improved performance compared with state-of-the-art protocols like LEACH, TCAC and SEECH in terms of improved network lifetime for wireless sensor networks deployments.",15 March 2016,Applications of Evolutionary Computation,"Muyiwa Olakanmi Oladimeji,Mikdam Turkey,Sandra Dudley","(School of Engineering,London South Bank University,103 Borough Road,Newington,London,SE1 0AA,UK)",
Energy Aware Optimized Hierarchical Routing Technique for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-319-74690-6_60,2,conference,Springer,none,"
Wireless Sensor Networks (WSNs) ordinarily be composed of a large number of low-power sensor nodes which having several functions, that are a battery powered, and thus have very limited energy capacity. To lengthen the operational lifetime of a sensor network, energy efficiency should be considered in every aspect of sensor network design. In this paper, Enhanced Hierarchical Routing Technique (EHRT) is proposed to overcome the constraint of limited energy capacity of sensor nodes which enhancing the network lifetime and the energy efficiency. The suggested technique is a cluster-based routing which optimizes the low-energy adaptive clustering hierarchy routing technique (LEACH) by using a modified artificial fish swarm algorithm (AFSA). This modified AFSA selects the optimum clusters’ head (CHs) locations by applying a number of behaviors following, preying and swarming on each cluster separately and using a modified fitness function to compare these behaviors’ outputs to select the best CHs locations for each cluster separately. A framework for evaluating the performance is constructed and applied to verify the efficiency of the suggested technique comparing to other energy efficient routing techniques; optimized hierarchical routing technique (OHRT), low-energy adaptive clustering hierarchy (LEACH), and particle swarm optimized (PSO) routing techniques. The proposed technique yields best results than other techniques OHRT, LEACH, and PSO in terms of energy consumption and network lifetime. It reduces the energy dissipation by factor 0.7 compared with OHRT.
",26 January 2018,The International Conference on Advanced Machine Learning Technologies and Applications (AMLTA2018),"Nermeen M. Hamza,Shaimaa Ahmed El-said,Mahmoud Ibrahim Abdalla,Ehab Rushdy Mohamed Attia","(Faculty of Engineering,Electronics and Communications Department,Zagazig University,Zagazig,Egypt),(Faculty of Computer and Informatics,Zagazig University,Zagazig,Egypt)","Egypt,Egypt"
An Energy Optimization Clustering Methods for Homogeneous Networks of Wireless Sensors,https://link.springer.com/chapter/10.1007/978-3-031-68908-6_3,none,conference,Springer,none,"Clustering algorithms play an important role in reducing usage of energy extending a network’s lifespan in homogeneous wireless sensor networks. The conventional Adaptive Clustering Hierarchy with Low Energy (LEACH) is improvised in this article with two new clustering strategies. An optimum routing has been developed. These two algorithms exhibited better performance when compared to other algorithms. From the simulation, it is inferred that apart from extending network lifetime and optimum routing, these algorithms have transferred more data packets from cluster goes to sensor nodes, and from there to base stations when compared with the other existing algorithms. This feature has not been mentioned so far.",29 September 2024,Deep Sciences for Computing and Communications,"Venumadhav Tekulapally,Diriba Chali,Tadele A. Abose","(Mattu University,Metu,East Africa,Oromia Region,Ethiopia)",Ethiopia
Bio-Inspired Approach for Energy Aware Cluster Head Selection in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-10-3226-4_55,2,conference,Springer,none,"Since 2000, the usage of Wireless Sensor Networks (WSNs) in the military and civilian applications is increased rapidly. WSNs consist of low cost hardware which acts as multi-functional sensor nodes and are linked to the base station to efficiently aggregate and transmit the data. However, the limitation of sensor nodes is limited battery power. Efficient cluster head (CH) selection manages the WSNs in reducing the overall energy consumption. The cluster head combinations the data from the neighbouring nodes and transmits to the base station. The selection of cluster head in WSN is a Non-deterministic Polynomial-hard problem. In this paper, a bio inspired approach called firefly algorithm is used for selection of CH in WSNs. The synchronous firefly algorithm selects the optimal CH node among all nodes participated in the network, which also increases the performance of the network. The experimental results show that the proposed algorithm has effective CH selection procedure when compared to the other existing algorithms. The proposed algorithm reduced the packet loss ratio by 8.32% and it improved the reduction of energy consumption of overall network.",04 May 2017,"Computer Communication, Networking and Internet Security","D. Rajendra Prasad,P. V. Naganjaneyulu,K. Satya Prasad","(Department of ECE,St. Ann’s College of Engineering & Technology,Chirala,India),(Department of ECE,MVR College of Engineering & Technology,Vijayawada,India),(Department of ECE,Jawaharlal Nehru Technological University,Kakinada,India)","India,India,India"
Local Adjustment Strategy of Aggregation Tree Based on Energy Sensitivity,https://link.springer.com/chapter/10.1007/978-3-031-18458-1_5,none,conference,Springer,none,"This paper discusses wireless sensor networks (WSNs) with two kinds of sensors, normal sensors and relay sensors. Normal sensors (called as sources or A_nodes) with limited energy can generate sensing data and have function of storage and forwarding data. Relay sensors (also called as B_nodes) with sufficient energy only have functions of storage and forwarding data. We consider that environmental factors could affect both sensing strength of sensors and connection quality between any two sensors. Among A_nodes, cluster heads (called as A_heads) are selected randomly and form cluster. Local adjustment is made among clusters in order to obtain clusters with fitting size. Among A_ heads, B_nodes, sink, a backbone shortest path aggregation tree with limited hops and sink as the root would be dynamically established. Both the feasibility and the time complexity of our proposed routing strategy are explained. Simulation experiments are done on WSN's survival time in considering shortest path aggregation tree with unit time or multiple unit time. The simulation results show that our proposed routing strategy has good performance. The energy consumption is distributed uniformly, which could prolong the network lifetime.",13 October 2022,"Proceedings of the Future Technologies Conference (FTC) 2022, Volume 2",DongMei Xing,"(Department of Mathematics,Nanchang University,Nanchang,China)",China
Energy Efficient Clustering and Grid Based Routing in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-81-322-0740-5_9,3,conference,Springer,none,"A wireless sensor network is a deployment of massive numbers of small, inexpensive, self powered devices that can sense, compute and communicate with other devices for the purpose of gathering local information to make global decisions about a physical environment. Wireless Sensor Networks are tightly constrained in terms of transmission power, onboard energy, processing capacity and storage, and thus require careful resource management. We mainly have LEACH(Low Energy Adaptive Clustering Hierarchy) and PEGASIS(Power Efficient Gathering in Sensor Information Systems) protocols. But LEACH doesn’t support distribution of cluster heads optimally and PEGASIS has the overhead of data delay. This proposed approach emphasizes on increasing network lifetime via efficient routing path ands , efficient energy consumption.",2012,Proceedings of International Conference on Advances in Computing,"K. M. Amrutha,P. Ashwini,Divyashree K. Raj,G. Kavitha Rani,Monica R. Mundada","(Department of CSE,MSRIT,Bangalore,India)",India
CLAP: Cross-Layer Protocols for Phealth,https://link.springer.com/chapter/10.1007/978-3-642-20865-2_26,none,conference,Springer,none,"We present a low cost, low power, backbone free quality of life monitoring solution, suitable for rural areas of countries under development. CLAP is an MIT/VIDAVO initiative that we envision as a turnaround approach on the way health and quality of life in these areas of the world are being addressed.",2011,Wireless Mobile Communication and Healthcare,"Pantelis Angelidis,Pantelis Angelidis","(MIT Media Lab,USA),(University of W. Macedonia,Greece)",Greece
Research on Security Methods of Wireless Sensor Networks Based on Internet of Things Technology,https://link.springer.com/chapter/10.1007/978-3-030-74717-6_5,none,conference,Springer,none,"Wireless sensor network operation is an important part of the perception layer of the Internet of Things. However, due to its own physical structure and some characteristics of the use environment, wireless sensor network nodes can easily become the main targets of physical attacks and network attacks. These attacks affect the correctness, reliability and real-time performance of the information transmitted by wireless sensor networks. In this article, we first introduce the characteristics of wireless sensor network technology. We further conducts a security analysis on the network intrusion vulnerability in the wireless sensor network environment. Subsequently, we analyze the main solutions to these attacks. Finally, summarize several issues of wireless sensor network security, and look forward to the key research directions in the future.",17 April 2021,Smart Computing and Communication,"Chengjun Yang,Minfu Tan,Weihong Huang","(Embedded Technology and Artificial Intelligence,Hechi College of Electronic Information Engineering,Hechi University,Hechi,546300,China),(Big Data Development and Research Center,Guangzhou College of Technology and Business,Guangzhou,528138,China),(School of Computer Science and Engineering,Hunan University of Science and Technology,Xiangtan,China)","China,China,China"
Adaptive Data Dissemination Protocol for Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-3-642-16444-6_24,2,conference,Springer,none,"In terms of data delivery required by the application, WSN can be categorized as continuous or event-driven. The former type provides an accurate snapshot of relevant attributes with high energy consumption, whereas the latter type is more energy efficient and yet less accurate because only sudden and drastic changes in the value of a sensed attribute trigger data delivery. In this paper, we propose a hybrid data delivery protocol that adaptively switches between these two data dissemination schemes. That is, during the period when the condition referring to an event is met, sensor nodes continuously send data to an observer. However, when the condition is no longer valid, the protocol behaves as event-driven, thus eliminating unnecessary data transmission. As such, the proposed protocol is able to enable an accurate analysis of the environment being monitored with moderate consumption of valuable resources.",2010,Security-Enriched Urban Computing and Smart Grid,Byoung-Dai Lee,"(The Department of Computer Science,Kyonggi University,Suwon,Korea)",
An Analysis of Future 5G Wireless Sensor Network,https://link.springer.com/chapter/10.1007/978-981-16-5987-4_65,1,conference,Springer,none,"Wireless sensor networks (WSNs) are sensor nodes that are interconnected to communicate wirelessly to obtain data from the close environment. The upcoming technology development in the fields such as video surveillance, robot control, industrial automation, and so on can be achieved only with the help of WSNs. These distributed nodes will communicate wirelessly among them and receive the data from the user and transfer it to the main node. WSNs play a major role in wide range of applications including civilian applications. Though it has significant research interest, still, some of the problems such as memory limitation, security, battery issues, bandwidth, and computing should be rectified. In this review, the practical and theoretical achievements in the field of WSNs have been reviewed, and their applications towards the engineering field are also discussed. Along with that, the problems to overcome and the future perspectives on WSNs are also discussed.",04 January 2022,ICT Systems and Sustainability,"J. N. Swaminathan,V. Jaikumar,N. S. Kalyan Chakravrthy,M. Alagumeenaakshi,S. Umamaheswari","(QIS College of Engineering and Technology,Ongole,523272,Andhra Pradesh,India),(Kumaraguru College of Technology,Coimbatore,Tamil Nadu,India)","India,India"
A Cluster Head Selection Method by Restricting Selection Area in Wireless Sensor Networks,https://link.springer.com/chapter/10.1007/978-981-10-5041-1_36,1,conference,Springer,none,"
Energy conservation is one of the most important issues in selection of cluster head in wireless sensor networks. Traditional cluster head selection methods reduce cluster communication distance, but there is not enough increase in the network lifetime. In this paper, we propose CHSM-RSA (Cluster Head Selection Method by Restricting Selection Area). CHSM-RSA reduces cluster communication distance by using partitioning and restricting network area where nodes can be selected as cluster head.
",14 May 2017,Advanced Multimedia and Ubiquitous Engineering,"Jong Won Lee,Heung-Keun Kim,Jin Gon Shon,JiSu Park","(Department of Computer Science,Graduate School,Korea National Open University,Seoul,South Korea),(National Center of Excellence in Software,Chungnam National University,Daejeon,South Korea)",
Self-Recurrent Neural Network-Based Event-Triggered Mobile Object Tracking Strategy for Sensor Network,https://link.springer.com/chapter/10.1007/978-981-99-4634-1_60,none,conference,Springer,none,"This paper presents an intelligent strategy to track the moving nodes in wireless sensor networks (WSN) to increase energy efficiency and tracking accuracy. The immediate location of nodes in WSN is of great importance in many applications. However, the power and cost at the various communication layers for the node localization has arisen as a critical difficulty. To improve the energy performance of the network’s power-deprived sensor nodes, a distributed event-based adaptive target tracking technique is proposed. Unlike traditional target tracking systems, this research addresses the functional and parametric uncertainties introduced in the network dynamics resulted from multi-path fading, reflections, and unknown disturbances. These uncertainties are assessed using a neural network framework with a wavelet kernel function that has localized time–frequency estimation features. The usage of a wavelet neural network (WNN) to accurately identify uncertainty improves the tracking algorithm’s robustness. This research derives the appropriate neural network tuning principles for training and accurate target tracking. A simulation study has been performed in the research work to ensure that the recommended approach is effective and accurate.",18 November 2023,"Intelligent Control, Robotics, and Industrial Automation","Vishwalata Bagal,A. V. Patil","(D.Y. Patil College of Engineering,Akurdi,Pune,India),(D.Y. Patil Institute of Engineering,Management and Research,Akurdi,Pune,India)","India,India"
Threshold Cryptography Based Light Weight Key Management Technique for Hierarchical WSNs,https://link.springer.com/chapter/10.1007/978-3-030-20615-4_14,14,conference,Springer,none,"
Secure communication among sensors is strongly needed to avoid malicious activity. Security is a major issue in self-organized, infrastructure less networks with limited resources such as energy, transmission range, and processing. The amount of network overhead needs to be reduced to improve the network performance. The size of the secret key to be communicated among the sensor nodes is also contributing in network performance. The Proposed Light Weight Threshold Key Management Scheme (LWKMS), reduces the size of the secret key to be communicated. It reduces the network resource utilization, in sharing the secret among the sensor nodes in the network and provides efficient security even when the keys are compromised by an attacker node. Simulation results shows that the proposed light weight scheme provides less overhead along with less energy consumption as compared to existing method namely Group Key Management Scheme (GKMS).
",16 May 2019,Ubiquitous Communications and Network Computing,"K. Hamsha,G. S. Nagaraja","(R V College of Engineering,Bangalore,560059,Karnataka,India)",India
Sports Event Data Acquisition Method Based on BP Neural Network and Wireless Sensor Technology,https://link.springer.com/chapter/10.1007/978-3-031-28867-8_18,none,conference,Springer,none,"The current data acquisition methods use sensors and fixed equipment to collect data. When applied to sports events, a large number of sensor deployment will lead to large data transmission loss and low data acquisition efficiency. In order to reduce the data transmission loss and improve the efficiency of data acquisition, the sports event data acquisition method based on BP neural network and wireless sensor technology will be studied. After building the wireless sensor network for sports event data acquisition, BP neural network is used to fuse the sensor node data. Compressed sensing is used to initially locate the sensor nodes in the network, and the sensor node data is gathered according to the honeycomb principle to realize the event data collection. The test results show that after the application of the proposed data acquisition method, the average energy loss ratio of the node is only 6.61%, the data acquisition efficiency is greatly improved, and the test effect is good.",22 March 2023,Advanced Hybrid Information Processing,"Yang Yang,Xueqiu Tang","(Guangxi Sports College,Nanning,530012,China)",China
Enhanced iLEACH Using ACO Based Intercluster Data Aggregation,https://link.springer.com/chapter/10.1007/978-81-322-2731-1_23,none,conference,Springer,none,"In this paper, an Inter-cluster Ant Colony Optimization algorithm has been used that relies upon ACO algorithm for routing of data packets in the network and an attempt has been made to minimize the efforts wasted in transferring the redundant data sent by the sensors which lie in the close proximity of each other in a densely deployed network. ACO is being widely used in optimizing the network routing protocols. This work has focused on evaluating the performance of iLEACH protocol. The overall goal is to find the effectiveness of the iLEACH when ACO inter-cluster data aggregation is applied on it.",10 December 2015,Computational Intelligence in Data Mining—Volume 2,"Jaspreet Kaur,Vinay Chopra","(DAVIET,Punjab,India)",India
